,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
1915,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,yes
4,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes
8880,34,blue-collar,married,secondary,no,467,yes,no,cellular,13,may,195,2,357,2,failure,no
1544,28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,1112,3,-1,0,unknown,yes
8261,50,blue-collar,married,primary,no,334,no,no,cellular,27,aug,79,3,-1,0,unknown,no
2422,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,yes
2574,20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,yes
644,55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,1150,5,-1,0,unknown,yes
8101,42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,no
784,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,yes
8110,31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,248,1,-1,0,unknown,no
4258,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
8967,51,self-employed,married,secondary,no,1178,no,no,cellular,6,aug,530,2,-1,0,unknown,no
605,38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,yes
8026,53,management,married,secondary,no,51,yes,no,cellular,17,apr,109,1,-1,0,unknown,no
6054,39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no
8244,60,technician,married,tertiary,no,91,no,no,cellular,27,aug,105,4,-1,0,unknown,no
10190,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
10399,35,admin.,single,tertiary,no,777,no,yes,cellular,28,may,85,1,-1,0,unknown,no
6017,54,management,divorced,tertiary,no,3473,yes,no,cellular,12,aug,306,2,-1,0,unknown,no
5189,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,yes
6909,37,retired,married,secondary,no,71,no,yes,cellular,8,may,254,1,-1,0,unknown,no
9776,57,retired,married,secondary,no,3783,yes,no,unknown,6,jun,198,3,-1,0,unknown,no
3964,41,admin.,married,secondary,no,3138,no,no,cellular,14,sep,409,1,398,1,failure,yes
6633,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,no
6037,48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown,no
6915,29,housemaid,married,primary,no,417,no,no,cellular,23,jul,108,2,-1,0,unknown,no
8100,39,management,married,tertiary,no,0,no,no,unknown,27,may,205,8,-1,0,unknown,no
3490,28,management,single,tertiary,no,437,no,no,cellular,5,may,338,1,-1,0,unknown,yes
11130,46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,no
6558,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,unknown,no
3813,62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,yes
229,38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes
307,47,management,married,secondary,no,2892,no,no,unknown,17,jun,556,1,-1,0,unknown,yes
1822,31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,2,363,1,failure,yes
8044,27,blue-collar,single,secondary,no,87,no,no,telephone,10,jul,245,1,-1,0,unknown,no
2116,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,40,2,failure,yes
9971,55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,no
3088,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
8420,28,blue-collar,single,secondary,no,3430,yes,no,unknown,6,jun,72,6,-1,0,unknown,no
11154,52,technician,married,tertiary,no,523,yes,yes,cellular,8,jul,113,1,-1,0,unknown,no
372,33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,-1,0,unknown,yes
6971,30,blue-collar,single,secondary,no,522,no,no,cellular,6,feb,197,3,-1,0,unknown,no
932,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes
3178,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
3601,67,retired,married,unknown,no,2540,no,no,telephone,14,jun,278,5,116,4,other,yes
6579,51,blue-collar,married,primary,no,216,yes,no,cellular,17,apr,666,3,274,3,failure,no
5604,44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,no
1937,31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,0,unknown,yes
8472,32,technician,married,secondary,no,963,no,no,cellular,28,aug,15,13,-1,0,unknown,no
5310,57,services,divorced,primary,no,2225,yes,no,cellular,18,may,8,4,-1,0,unknown,no
6215,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,no
2984,72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,yes
1122,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,yes
4006,37,blue-collar,single,unknown,no,217,no,no,cellular,23,sep,272,2,-1,0,unknown,yes
479,42,services,married,secondary,no,3465,yes,yes,cellular,16,jul,1039,2,-1,0,unknown,yes
7135,50,services,divorced,secondary,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,unknown,no
796,32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,-1,0,unknown,yes
4661,27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
5913,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
8141,31,admin.,single,secondary,no,162,yes,no,unknown,28,may,247,1,-1,0,unknown,no
4696,40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,yes
10795,49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no
9943,35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,unknown,no
6616,52,management,married,tertiary,no,6,no,no,telephone,19,oct,57,1,-1,0,unknown,no
5789,59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,no
5227,59,services,divorced,secondary,no,1,yes,no,cellular,28,jan,602,1,253,5,other,yes
384,31,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,4,-1,0,unknown,yes
9806,50,retired,married,primary,no,29,no,no,unknown,20,jun,135,5,-1,0,unknown,no
396,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown,yes
2226,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown,yes
2941,36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,yes
1729,25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes
5078,48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,1,-1,0,unknown,yes
5506,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no
7509,40,technician,divorced,secondary,no,275,no,no,cellular,13,aug,409,4,-1,0,unknown,no
3956,69,retired,married,unknown,no,426,no,no,telephone,10,sep,211,2,185,2,success,yes
5212,27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,-1,0,unknown,yes
1094,26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,yes
10500,34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no
4116,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
254,26,technician,single,secondary,no,639,yes,no,unknown,6,jun,709,5,-1,0,unknown,yes
9796,54,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,230,1,-1,0,unknown,no
4694,52,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
1522,60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,yes
1292,41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown,yes
7096,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,544,3,-1,0,unknown,no
10113,42,management,married,tertiary,no,223,no,no,cellular,6,aug,92,6,-1,0,unknown,no
5546,48,management,divorced,tertiary,no,313,no,no,cellular,8,may,208,1,-1,0,unknown,no
9879,56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,-1,0,unknown,no
2051,33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,-1,0,unknown,yes
7976,32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no
4649,31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,yes
1153,40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,2,-1,0,unknown,yes
8127,47,technician,divorced,secondary,no,236,no,no,cellular,18,aug,263,4,-1,0,unknown,no
1034,31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,-1,0,unknown,yes
3272,59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
7531,34,management,single,tertiary,no,757,no,no,cellular,18,aug,37,4,-1,0,unknown,no
5939,27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no
1589,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
9799,40,technician,married,secondary,no,990,yes,no,cellular,6,feb,252,3,-1,0,unknown,no
8378,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,-1,0,unknown,no
1619,39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown,yes
108,35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,yes
9112,47,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,unknown,no
4124,28,student,single,secondary,no,67,no,no,cellular,20,aug,329,3,199,2,other,yes
7474,34,blue-collar,married,primary,no,267,yes,no,unknown,7,may,362,1,-1,0,unknown,no
10452,44,entrepreneur,married,secondary,no,692,no,no,unknown,18,jun,73,4,-1,0,unknown,no
2666,70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,yes
6395,24,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,no
9284,59,retired,married,unknown,no,0,no,no,cellular,25,aug,213,4,-1,0,unknown,no
4683,28,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,unknown,yes
3332,37,unemployed,married,secondary,no,1978,no,no,cellular,11,mar,335,1,-1,0,unknown,yes
7351,56,technician,divorced,secondary,no,1561,no,no,cellular,13,aug,75,1,-1,0,unknown,no
8358,59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,no
8636,42,technician,divorced,tertiary,no,802,no,no,telephone,28,jan,119,2,-1,0,unknown,no
3191,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
10584,27,blue-collar,single,secondary,no,137,no,yes,cellular,25,jul,359,1,-1,0,unknown,no
2179,54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,-1,0,unknown,yes
7323,41,technician,single,secondary,no,30,no,no,unknown,23,may,1003,1,-1,0,unknown,no
112,32,technician,married,secondary,no,791,yes,no,unknown,21,may,783,2,-1,0,unknown,yes
8981,24,blue-collar,single,secondary,no,327,yes,no,unknown,28,may,333,2,-1,0,unknown,no
6319,44,admin.,married,secondary,yes,0,no,yes,unknown,30,jun,76,3,-1,0,unknown,no
8739,73,retired,married,primary,no,508,no,no,cellular,14,jun,154,4,97,1,success,no
7084,80,retired,married,primary,no,2994,no,no,cellular,6,aug,320,1,-1,0,unknown,no
8424,36,admin.,married,secondary,no,542,yes,no,unknown,18,jun,604,6,-1,0,unknown,no
1898,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,0,unknown,yes
1840,43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030,1,169,3,success,yes
9141,55,blue-collar,married,primary,no,158,yes,no,unknown,15,may,176,18,-1,0,unknown,no
1253,28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,331,1,-1,0,unknown,yes
209,42,blue-collar,married,secondary,no,443,yes,no,unknown,2,jun,671,5,-1,0,unknown,yes
3724,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,yes
5876,31,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,no
10912,43,technician,divorced,tertiary,no,101,no,no,cellular,19,aug,173,3,-1,0,unknown,no
5342,45,services,married,secondary,no,561,yes,no,unknown,29,may,340,7,-1,0,unknown,no
9798,44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,apr,87,2,151,3,failure,no
7182,30,technician,married,secondary,no,4,yes,no,cellular,8,may,17,5,-1,0,unknown,no
9093,36,technician,married,secondary,no,84,yes,no,unknown,20,may,67,1,-1,0,unknown,no
9908,38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,no
9378,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no
10868,37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,-1,0,unknown,no
8750,52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,-1,0,unknown,no
599,48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,3,-1,0,unknown,yes
6999,28,blue-collar,single,secondary,no,1106,yes,no,cellular,17,apr,73,2,-1,0,unknown,no
623,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
5815,40,management,single,tertiary,no,171,no,no,cellular,19,aug,1241,3,-1,0,unknown,no
4161,35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success,yes
10671,38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,no
10237,43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,1,-1,0,unknown,no
6139,46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
1720,35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes
1501,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
6369,56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no
2581,43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
2598,86,retired,divorced,primary,no,0,no,no,telephone,26,aug,189,1,-1,0,unknown,yes
5502,56,blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,no
5518,62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
4246,34,admin.,married,secondary,no,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
7306,34,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no
11108,45,admin.,married,secondary,no,25,yes,no,unknown,28,may,82,4,-1,0,unknown,no
3897,63,admin.,married,secondary,no,0,yes,no,cellular,31,aug,253,5,-1,0,unknown,yes
58,40,technician,single,unknown,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown,yes
7927,46,technician,married,tertiary,no,4176,yes,no,unknown,12,jun,153,6,-1,0,unknown,no
4152,29,management,married,tertiary,no,51,yes,no,cellular,17,jul,1319,5,-1,0,unknown,yes
804,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
9868,51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,no
783,30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown,yes
10918,36,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,may,450,2,304,2,success,no
3380,84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
695,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
9979,29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,no
820,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes
5853,30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,no
4220,27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,-1,0,unknown,yes
7658,57,blue-collar,married,primary,no,0,no,no,unknown,9,jun,73,2,-1,0,unknown,no
377,32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,-1,0,unknown,yes
2597,60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
5231,58,entrepreneur,married,secondary,no,496,no,no,cellular,22,apr,132,1,-1,0,unknown,yes
9637,54,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,11,-1,0,unknown,no
10910,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,no
3971,39,management,married,unknown,no,76,no,no,cellular,15,sep,200,1,183,1,success,yes
4604,37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
8649,38,services,married,primary,no,0,no,no,cellular,28,jul,33,3,-1,0,unknown,no
8765,49,management,married,tertiary,no,350,no,no,cellular,12,aug,238,6,-1,0,unknown,no
9088,50,admin.,single,secondary,no,3702,no,no,cellular,16,oct,109,5,-1,0,unknown,no
8063,46,management,married,tertiary,no,3984,no,no,cellular,13,aug,77,2,-1,0,unknown,no
7216,60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no
10984,55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,96,1,-1,0,unknown,no
2981,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
10749,53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
5414,54,management,married,tertiary,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,no
1049,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
7949,52,admin.,married,secondary,no,722,no,no,cellular,26,oct,99,2,185,3,failure,no
7824,32,technician,single,secondary,no,483,yes,yes,cellular,18,may,35,6,-1,0,unknown,no
913,42,technician,divorced,secondary,no,314,yes,no,unknown,30,oct,234,1,-1,0,unknown,yes
9228,42,blue-collar,married,primary,no,480,yes,no,unknown,6,jun,288,12,-1,0,unknown,no
7502,51,housemaid,married,primary,no,1337,no,no,telephone,30,jul,74,6,-1,0,unknown,no
6568,45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,no
10627,47,management,married,tertiary,no,0,no,no,unknown,5,jun,265,2,-1,0,unknown,no
7749,26,admin.,married,secondary,no,1595,no,no,cellular,2,mar,54,1,-1,0,unknown,no
10816,47,management,married,unknown,no,1128,no,no,cellular,28,jan,65,2,-1,0,unknown,no
10672,41,retired,single,primary,no,2579,no,no,cellular,13,oct,213,1,-1,0,unknown,no
793,34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
589,54,management,married,secondary,no,1134,yes,no,cellular,25,jul,1330,3,-1,0,unknown,yes
3649,68,retired,divorced,primary,no,476,no,no,telephone,28,jun,363,1,-1,0,unknown,yes
5620,40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,107,2,-1,0,unknown,no
9917,36,technician,married,secondary,no,4613,no,no,cellular,2,apr,320,1,134,2,failure,no
4096,41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes
685,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
9255,26,technician,single,secondary,no,0,no,yes,cellular,30,jul,65,26,-1,0,unknown,no
2028,25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure,yes
2419,33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown,yes
5338,36,blue-collar,single,secondary,no,2596,no,no,unknown,18,jun,60,6,-1,0,unknown,no
8351,41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,-1,0,unknown,no
3817,48,admin.,married,secondary,no,156,no,no,cellular,4,aug,291,1,-1,0,unknown,yes
8546,34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown,no
8972,39,technician,single,secondary,no,1104,no,no,cellular,20,nov,333,2,105,2,success,no
1601,30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,1,-1,0,unknown,yes
7864,51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,no
1689,33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,2,87,3,failure,yes
7657,36,technician,single,secondary,no,7503,yes,no,telephone,5,may,193,1,335,1,failure,no
10310,27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,-1,0,unknown,no
4311,30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,-1,0,unknown,yes
618,46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,yes
